"","MDI","TAGM"
"1",15.7510921856557,20.3398869662782
"2",19.0487175212251,18.3913106148033
"3",13.3998483091805,13.9486489488835
"4",17.4922344359472,11.9144545900489
"5",15.7809552630233,17.2400336439492
"6",14.8019649794022,17.2996742842211
"7",13.9904352435878,16.7144912196163
"8",20.6965356495912,14.1060860332927
"9",16.7752440154513,14.5876941890221
"10",17.5062367500873,14.5650769325328
